,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2020,埼玉西武,17,43,38,5,7,0,0,2,13,5,1,0,1,0,4,0,14,2,0.184,0.342,0.262
1,2021,埼玉西武,35,72,65,6,14,2,0,1,19,8,0,0,2,2,3,0,19,4,0.215,0.292,0.243
2,2022,埼玉西武,42,118,104,5,18,5,0,1,26,5,0,1,9,1,4,0,33,2,0.17300000000000001,0.25,0.20199999999999999
3,nan,通　算,94,233,207,16,39,7,0,4,58,18,1,1,12,3,11,0,66,8,0.188,0.28,0.226
