,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2015,埼玉西武,43,110,97,16,18,3,0,1,24,4,9,1,6,0,6,1,30,1,0.18600000000000003,0.247,0.24
1,2016,埼玉西武,37,57,51,8,9,0,0,2,15,5,6,0,3,0,3,0,11,1,0.17600000000000002,0.294,0.222
2,2017,埼玉西武,135,489,438,65,113,22,3,10,171,48,23,3,10,3,33,5,109,4,0.258,0.39,0.315
3,2018,埼玉西武,119,510,453,70,130,24,3,18,214,67,25,9,6,1,47,3,102,9,0.287,0.47200000000000003,0.35700000000000004
4,2019,埼玉西武,143,621,533,96,146,27,6,26,263,90,22,6,14,6,63,5,132,9,0.27399999999999997,0.493,0.353
5,2020,埼玉西武,120,500,433,62,107,18,2,8,153,43,21,7,7,2,54,4,87,7,0.247,0.353,0.335
6,nan,通　算,597,2287,2005,317,523,94,14,65,840,257,106,26,46,12,206,18,471,31,0.261,0.419,0.33299999999999996
