,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2017,埼玉西武,143,647,575,85,155,18,10,3,202,57,37,10,26,4,36,6,100,5,0.27,0.35100000000000003,0.317
1,2018,埼玉西武,143,666,594,92,165,27,9,4,222,57,34,8,14,6,48,4,101,7,0.278,0.374,0.33299999999999996
2,2019,埼玉西武,135,609,540,90,148,23,6,2,189,41,30,9,25,3,40,1,67,9,0.27399999999999997,0.35,0.324
3,2020,埼玉西武,120,518,455,67,123,14,5,1,150,21,18,8,22,2,38,1,80,6,0.27,0.33,0.327
4,2021,埼玉西武,119,516,464,60,126,15,7,2,161,29,24,9,17,2,31,2,67,5,0.272,0.34700000000000003,0.319
5,nan,通　算,660,2956,2628,394,717,97,37,12,924,205,143,44,104,17,193,14,415,32,0.273,0.35200000000000004,0.324
