,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2020,埼玉西武,5,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.0,0.0,0.33299999999999996
1,2021,埼玉西武,100,338,304,29,67,9,1,9,105,30,2,1,15,1,13,5,49,10,0.22,0.345,0.263
2,nan,通　算,105,341,306,29,67,9,1,9,105,30,2,2,15,1,14,5,50,10,0.21899999999999997,0.34299999999999997,0.264
