,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,埼玉西武,43,142,124,12,24,3,1,0,29,11,1,0,0,2,14,2,25,4,0.19399999999999998,0.23399999999999999,0.282
1,2017,埼玉西武,15,44,39,5,9,2,1,0,13,4,1,0,0,1,4,0,8,2,0.231,0.33299999999999996,0.295
2,2018,埼玉西武,8,11,11,1,1,0,0,0,1,1,0,0,0,0,0,0,5,0,0.091,0.091,0.091
3,2020,埼玉西武,51,52,44,5,10,3,0,0,13,5,2,2,2,0,4,2,8,1,0.22699999999999998,0.295,0.32
4,2021,埼玉西武,130,478,425,43,101,17,0,10,148,48,3,2,4,3,43,3,70,3,0.23800000000000002,0.348,0.31
5,2022,埼玉西武,94,301,260,25,59,9,1,5,85,28,2,0,0,3,37,1,54,3,0.22699999999999998,0.327,0.322
6,nan,通　算,341,1028,903,91,204,34,3,15,289,97,9,4,6,9,102,8,170,13,0.226,0.32,0.307
