,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2019,埼玉西武,10,25,23,3,4,1,0,1,8,1,0,1,0,0,2,0,4,0,0.174,0.348,0.24
1,2020,埼玉西武,4,9,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.111,0.111,0.111
2,nan,通　算,14,34,32,4,5,1,0,1,9,1,0,1,0,0,2,0,4,0,0.156,0.281,0.20600000000000002
