,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2017,埼玉西武,9,6,5,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0.0,0.0,0.16699999999999998
1,2018,埼玉西武,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
2,2019,埼玉西武,42,57,53,7,8,1,0,0,9,3,0,0,1,0,3,0,11,2,0.151,0.17,0.196
3,2020,埼玉西武,7,14,13,0,2,0,0,0,2,3,0,0,0,1,0,0,5,2,0.154,0.154,0.14300000000000002
4,2021,埼玉西武,97,316,292,24,64,18,2,8,110,39,1,2,3,2,13,6,60,5,0.21899999999999997,0.377,0.265
5,nan,通　算,157,396,366,33,74,19,2,8,121,45,1,2,4,3,16,7,80,9,0.20199999999999999,0.331,0.247
