,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2019,東北楽天,77,245,218,15,49,8,1,1,62,26,0,0,11,1,14,1,40,5,0.225,0.284,0.27399999999999997
1,2020,東北楽天,35,95,85,9,20,5,1,0,27,12,0,0,6,1,3,0,15,1,0.235,0.318,0.258
2,2021,東北楽天,45,113,99,12,27,2,0,1,32,7,0,1,2,0,11,1,19,3,0.273,0.32299999999999995,0.35100000000000003
3,2022,東北楽天,60,168,153,14,37,1,2,1,45,17,2,3,2,1,12,0,24,2,0.242,0.294,0.295
4,nan,通　算,217,621,555,50,133,16,4,3,166,62,2,4,21,3,40,2,98,11,0.24,0.299,0.292
