,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2017,東北楽天,51,59,54,9,6,2,0,1,11,2,7,2,2,0,3,0,25,0,0.111,0.204,0.158
1,2018,東北楽天,105,465,423,67,112,11,1,18,179,45,21,6,4,1,37,0,101,4,0.265,0.423,0.32299999999999995
2,2019,東北楽天,59,193,160,22,30,6,2,1,43,9,3,7,5,2,26,0,37,3,0.188,0.26899999999999996,0.298
3,2020,東北楽天,80,282,254,38,61,10,1,8,97,25,6,2,3,1,23,1,76,2,0.24,0.382,0.305
4,2021,東北楽天,61,67,59,5,8,0,0,0,8,3,0,0,0,0,7,1,16,0,0.136,0.136,0.239
5,nan,通　算,356,1066,950,141,217,29,4,28,338,84,37,17,14,4,96,2,255,9,0.228,0.35600000000000004,0.299
