,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,東北楽天,117,481,424,56,118,20,7,7,173,40,11,4,21,2,30,4,95,8,0.278,0.408,0.33
1,2017,東北楽天,103,450,398,64,118,25,2,17,198,47,3,2,4,1,45,2,84,4,0.29600000000000004,0.49700000000000005,0.37
2,2018,東北楽天,100,413,361,42,89,12,2,7,126,24,12,4,7,1,42,2,83,3,0.247,0.349,0.32799999999999996
3,2019,東北楽天,141,648,568,86,160,28,6,13,239,55,7,5,9,2,66,3,121,7,0.282,0.42100000000000004,0.358
4,2020,東北楽天,73,321,276,43,83,14,4,7,126,33,8,3,0,1,39,5,52,4,0.301,0.457,0.396
5,2021,東北楽天,120,466,410,50,106,19,4,14,175,53,6,5,0,2,48,6,107,6,0.259,0.42700000000000005,0.34299999999999997
6,2022,東北楽天,73,268,238,26,53,12,1,9,94,30,4,0,1,2,27,0,74,3,0.223,0.395,0.3
7,nan,通　算,727,3047,2675,367,727,130,26,74,1131,282,51,23,42,11,297,22,616,35,0.272,0.423,0.348
