,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2015,東北楽天,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,6,2.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1,2016,東北楽天,15.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,349.0,84.1,79.0,9.0,22.0,4.0,64.0,2.0,1.0,33.0,32.0,3.42
2,2017,東北楽天,10.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,221.0,51,59.0,7.0,18.0,4.0,37.0,4.0,0.0,27.0,23.0,4.06
3,2018,東北楽天,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,8,14.0,1.0,2.0,1.0,2.0,0.0,0.0,10.0,9.0,10.13
4,2019,東北楽天,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,32.1,30.0,5.0,11.0,3.0,19.0,1.0,1.0,22.0,17.0,4.73
5,2020,東北楽天,27.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,131.0,31,24.0,2.0,17.0,0.0,30.0,1.0,0.0,12.0,12.0,3.48
6,2021,東北楽天,58.0,3.0,3.0,2.0,22.0,25.0,0.0,0.0,0.0,0.5,240.0,56.1,45.0,4.0,33.0,2.0,50.0,1.0,0.0,13.0,13.0,2.08
7,nan,通　算,122.0,9.0,17.0,2.0,27.0,31.0,0.0,0.0,0.0,0.34600000000000003,1145.0,269,253.0,28.0,108.0,14.0,206.0,9.0,2.0,117.0,106.0,3.55
