,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2019,東北楽天,124,369,314,42,72,12,2,4,100,25,13,3,10,2,39,4,101,4,0.22899999999999998,0.318,0.32
1,2020,東北楽天,104,282,251,38,56,9,3,8,95,28,11,5,9,0,20,2,57,1,0.223,0.37799999999999995,0.28600000000000003
2,2021,東北楽天,130,443,374,49,84,13,1,10,129,32,6,6,11,1,51,6,99,7,0.225,0.345,0.326
3,2022,東北楽天,120,476,409,60,111,14,3,11,164,35,12,5,13,1,42,11,103,7,0.271,0.401,0.354
4,nan,通　算,478,1570,1348,189,323,48,9,33,488,120,42,19,43,4,152,23,360,19,0.24,0.36200000000000004,0.326
