,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2018,東北楽天,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,7.2,5.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,2.35
1,2021,東北楽天,33.0,5.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.7140000000000001,239.0,57.2,46.0,7.0,23.0,2.0,55.0,1.0,0.0,23.0,21.0,3.28
2,nan,通　算,34.0,5.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.7140000000000001,268.0,65.1,51.0,8.0,24.0,2.0,58.0,1.0,0.0,25.0,23.0,3.17
