,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2019,東北楽天,55,112,96,10,21,2,0,1,26,6,1,0,8,0,7,1,23,2,0.21899999999999997,0.271,0.27899999999999997
1,2020,東北楽天,67,164,130,17,26,10,0,2,42,16,0,1,11,3,18,2,38,2,0.2,0.32299999999999995,0.301
2,2021,東北楽天,107,281,240,25,45,4,0,4,61,23,1,1,16,1,17,7,64,2,0.188,0.254,0.26
3,2022,東北楽天,71,182,145,10,31,4,0,3,44,18,1,0,13,0,21,3,46,3,0.214,0.303,0.325
4,nan,通　算,300,739,611,62,123,20,0,10,173,63,3,2,48,4,63,13,171,9,0.201,0.28300000000000003,0.28800000000000003
