,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2014,東北楽天,7,17,17,0,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0.059000000000000004,0.059000000000000004,0.059000000000000004
1,2016,東北楽天,17,58,54,3,11,4,0,2,21,7,0,0,0,0,4,0,27,0,0.204,0.389,0.259
2,2017,東北楽天,7,21,21,0,1,0,0,0,1,1,0,0,0,0,0,0,9,1,0.048,0.048,0.048
3,2018,東北楽天,58,193,177,16,35,6,0,12,77,25,0,1,0,1,14,1,66,4,0.198,0.435,0.259
4,2019,東北楽天,2,5,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.6
5,2020,東北楽天,38,109,93,9,16,3,0,5,34,18,1,0,0,1,14,1,31,5,0.172,0.366,0.284
6,nan,通　算,129,403,364,28,64,13,0,19,134,51,1,1,0,2,34,3,140,11,0.17600000000000002,0.368,0.251
