,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2016,広島東洋,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.1,6.0,2.0,4.0,1.0,6.0,0.0,0.0,8.0,8.0,11.37
1,2019,広島東洋,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,20.2,20.0,4.0,14.0,1.0,23.0,0.0,0.0,14.0,14.0,6.1
2,2020,広島東洋,52.0,3.0,4.0,0.0,19.0,22.0,0.0,0.0,0.0,0.429,224.0,49.2,50.0,7.0,31.0,1.0,41.0,4.0,0.0,26.0,23.0,4.17
3,2021,広島東洋,51.0,5.0,4.0,0.0,17.0,22.0,0.0,0.0,0.0,0.556,202.0,42.1,48.0,4.0,25.0,1.0,29.0,3.0,0.0,25.0,20.0,4.25
4,2022,広島東洋,26.0,3.0,2.0,0.0,6.0,9.0,0.0,0.0,0.0,0.6,73.0,17.1,13.0,1.0,8.0,1.0,8.0,5.0,0.0,6.0,6.0,3.12
5,nan,通　算,143.0,11.0,12.0,0.0,42.0,53.0,0.0,0.0,0.0,0.478,622.0,136.1,137.0,18.0,82.0,5.0,107.0,12.0,0.0,79.0,71.0,4.69
