,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2014,広島東洋,20.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28600000000000003,366.0,83.1,93.0,9.0,31.0,6.0,50.0,3.0,2.0,45.0,37.0,4.0
1,2015,広島東洋,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,75.0,16,19.0,3.0,7.0,1.0,10.0,1.0,0.0,10.0,8.0,4.5
2,2016,広島東洋,27.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,351.0,80,79.0,9.0,37.0,1.0,52.0,0.0,0.0,47.0,40.0,4.5
3,2017,広島東洋,35.0,9.0,5.0,0.0,2.0,6.0,0.0,0.0,0.0,0.643,494.0,116.1,111.0,7.0,44.0,4.0,97.0,1.0,0.0,51.0,47.0,3.64
4,2018,広島東洋,24.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.667,524.0,120.1,129.0,13.0,41.0,4.0,86.0,2.0,0.0,60.0,57.0,4.26
5,2019,広島東洋,27.0,8.0,8.0,0.0,3.0,4.0,1.0,1.0,1.0,0.5,498.0,118,107.0,11.0,41.0,4.0,96.0,1.0,0.0,50.0,46.0,3.51
6,2020,広島東洋,20.0,8.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.5710000000000001,544.0,130.2,116.0,11.0,44.0,0.0,106.0,4.0,0.0,46.0,43.0,2.96
7,2021,広島東洋,25.0,13.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,0.591,647.0,149,150.0,18.0,51.0,8.0,102.0,4.0,1.0,73.0,63.0,3.81
8,nan,通　算,185.0,50.0,40.0,0.0,6.0,12.0,6.0,2.0,3.0,0.556,3499.0,813.2,804.0,81.0,296.0,28.0,599.0,16.0,3.0,382.0,341.0,3.77
