,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2020,広島東洋,17,40,33,3,6,1,1,0,9,4,0,2,5,0,2,0,7,0,0.182,0.273,0.22899999999999998
1,2021,広島東洋,39,117,102,16,26,3,2,1,36,11,6,1,7,0,8,0,26,0,0.255,0.353,0.309
2,2022,広島東洋,44,99,94,10,23,5,2,0,32,10,2,3,1,0,4,0,17,1,0.245,0.34,0.276
3,nan,通　算,100,256,229,29,55,9,5,1,77,25,8,6,13,0,14,0,50,1,0.24,0.336,0.284
