,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2013,福岡ソフトバンク,11,19,17,4,2,1,0,0,3,0,1,0,1,0,1,0,3,0,0.11800000000000001,0.17600000000000002,0.16699999999999998
1,2014,福岡ソフトバンク,12,12,10,3,3,2,0,0,5,2,0,0,1,0,1,0,4,0,0.3,0.5,0.364
2,2015,福岡ソフトバンク,81,175,156,16,37,3,1,1,45,11,4,2,7,0,12,0,43,2,0.237,0.28800000000000003,0.292
3,2016,福岡ソフトバンク,36,77,63,5,11,2,0,0,13,2,1,1,4,0,10,0,15,0,0.175,0.20600000000000002,0.28800000000000003
4,2017,福岡ソフトバンク,58,130,114,10,26,4,2,2,40,8,2,0,9,0,5,2,28,0,0.228,0.35100000000000003,0.273
5,2018,福岡ソフトバンク,74,153,133,13,25,3,2,2,38,15,2,0,6,0,12,2,36,2,0.188,0.28600000000000003,0.265
6,2019,福岡ソフトバンク,93,125,115,6,18,1,0,0,19,10,2,0,6,0,3,1,36,1,0.157,0.165,0.185
7,2021,福岡ソフトバンク,61,17,12,2,2,0,1,0,4,2,1,0,2,1,2,0,4,0,0.16699999999999998,0.33299999999999996,0.267
8,nan,通　算,426,708,620,59,124,16,6,5,167,50,13,3,36,1,46,5,169,5,0.2,0.26899999999999996,0.26
