,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2017,福岡ソフトバンク,34.0,8.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.727,409.0,98.1,69.0,11.0,50.0,7.0,99.0,4.0,1.0,38.0,36.0,3.29
1,2018,福岡ソフトバンク,42.0,13.0,6.0,0.0,6.0,12.0,0.0,0.0,0.0,0.684,541.0,127.1,115.0,20.0,43.0,13.0,96.0,4.0,0.0,55.0,51.0,3.6
2,2019,福岡ソフトバンク,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,3,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
3,2020,福岡ソフトバンク,18.0,11.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.7859999999999999,443.0,111.2,68.0,9.0,41.0,12.0,103.0,0.0,0.0,32.0,30.0,2.42
4,2021,福岡ソフトバンク,28.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,653.0,156.1,135.0,22.0,51.0,17.0,134.0,3.0,0.0,70.0,59.0,3.4
5,2022,福岡ソフトバンク,23.0,7.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.41200000000000003,585.0,136.1,122.0,9.0,57.0,8.0,106.0,0.0,0.0,57.0,51.0,3.37
6,nan,通　算,147.0,45.0,31.0,0.0,8.0,17.0,3.0,2.0,0.0,0.5920000000000001,2642.0,633,511.0,71.0,242.0,57.0,541.0,12.0,1.0,252.0,227.0,3.23
