,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2016,福岡ソフトバンク,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.5
1,2017,福岡ソフトバンク,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.1,5.0,3.0,4.0,0.0,2.0,0.0,0.0,5.0,5.0,10.38
2,2018,福岡ソフトバンク,72.0,4.0,3.0,0.0,31.0,35.0,0.0,0.0,0.0,0.5710000000000001,284.0,66.2,67.0,5.0,25.0,4.0,53.0,3.0,0.0,25.0,25.0,3.38
3,2019,福岡ソフトバンク,30.0,3.0,1.0,0.0,6.0,9.0,0.0,0.0,0.0,0.75,169.0,36,42.0,4.0,22.0,2.0,23.0,1.0,0.0,26.0,24.0,6.0
4,2020,福岡ソフトバンク,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6,10.0,1.0,3.0,1.0,2.0,0.0,0.0,4.0,4.0,6.0
5,nan,通　算,112.0,7.0,4.0,0.0,37.0,44.0,0.0,0.0,0.0,0.636,513.0,115,127.0,13.0,55.0,7.0,81.0,4.0,0.0,61.0,59.0,4.62
