,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2018,福岡ソフトバンク,54,202,185,29,54,6,1,9,89,30,1,0,0,1,15,1,34,8,0.292,0.48100000000000004,0.34700000000000003
1,2019,福岡ソフトバンク,103,410,373,61,119,17,1,28,222,68,4,3,4,4,22,7,84,10,0.319,0.595,0.365
2,2020,福岡ソフトバンク,69,276,256,30,71,12,0,10,113,35,2,0,0,1,16,3,62,2,0.27699999999999997,0.441,0.326
3,2021,福岡ソフトバンク,37,150,138,19,42,6,0,5,63,15,2,0,0,0,11,1,27,4,0.304,0.457,0.36
4,nan,通　算,263,1038,952,139,286,41,2,52,487,148,9,3,4,6,64,12,207,24,0.3,0.512,0.35
