,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2019,福岡ソフトバンク,102,114,102,39,20,3,2,1,30,6,25,5,10,0,2,0,27,1,0.196,0.294,0.212
1,2020,福岡ソフトバンク,103,346,307,48,83,8,7,1,108,27,50,6,11,2,24,2,79,2,0.27,0.35200000000000004,0.325
2,2021,福岡ソフトバンク,70,188,169,24,34,1,0,3,44,5,21,5,6,0,12,1,49,1,0.201,0.26,0.258
3,nan,通　算,275,648,578,111,137,12,9,5,182,38,96,16,27,2,38,3,155,4,0.237,0.315,0.287
