,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2019,福岡ソフトバンク,14.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,80.0,18.1,17.0,1.0,8.0,1.0,18.0,0.0,1.0,5.0,4.0,1.96
1,2020,福岡ソフトバンク,40.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,143.0,34.2,26.0,1.0,19.0,1.0,28.0,1.0,0.0,9.0,8.0,2.08
2,nan,通　算,54.0,2.0,1.0,0.0,11.0,13.0,0.0,0.0,0.0,0.667,223.0,53,43.0,2.0,27.0,2.0,46.0,1.0,1.0,14.0,12.0,2.04
