,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2016,福岡ソフトバンク,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0
1,2017,福岡ソフトバンク,15.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,263.0,58.1,61.0,5.0,29.0,2.0,43.0,1.0,0.0,31.0,31.0,4.78
2,2018,福岡ソフトバンク,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,124.0,28.2,25.0,5.0,14.0,1.0,20.0,0.0,1.0,11.0,11.0,3.45
3,2019,福岡ソフトバンク,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,146.0,33.2,35.0,2.0,11.0,0.0,32.0,1.0,0.0,18.0,15.0,4.01
4,2020,福岡ソフトバンク,25.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,120.0,28.1,20.0,4.0,19.0,0.0,27.0,2.0,0.0,11.0,11.0,3.49
5,nan,通　算,54.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,0.33299999999999996,657.0,150,142.0,17.0,73.0,3.0,123.0,4.0,1.0,72.0,69.0,4.14
