,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2015,福岡ソフトバンク,15,45,44,6,14,4,1,2,26,6,0,2,0,0,0,1,13,0,0.318,0.591,0.33299999999999996
1,2016,福岡ソフトバンク,14,19,19,0,4,1,0,0,5,1,0,0,0,0,0,0,7,0,0.21100000000000002,0.263,0.21100000000000002
2,2017,福岡ソフトバンク,134,453,415,54,108,23,5,13,180,51,12,12,10,2,24,2,96,3,0.26,0.434,0.302
3,2018,福岡ソフトバンク,143,608,551,88,149,26,14,22,269,62,13,4,17,3,30,7,117,2,0.27,0.488,0.315
4,2019,福岡ソフトバンク,99,286,258,28,50,6,2,11,93,31,10,4,6,1,18,3,75,2,0.19399999999999998,0.36,0.254
5,2020,福岡ソフトバンク,69,178,160,17,29,4,1,6,53,20,8,2,2,1,11,4,39,1,0.18100000000000002,0.331,0.25
6,2021,福岡ソフトバンク,39,72,68,7,13,1,1,2,22,11,2,2,0,1,3,0,18,2,0.191,0.324,0.222
7,2022,福岡ソフトバンク,33,100,93,13,28,5,1,1,38,12,2,0,2,0,3,2,19,1,0.301,0.409,0.337
8,nan,通　算,546,1761,1608,213,395,70,25,57,686,194,47,26,37,8,89,19,384,11,0.24600000000000002,0.42700000000000005,0.292
