,チーム,防御率,試　合,勝　利,敗　北,セ｜ブ,ホ｜ル,Ｈ　Ｐ,完　投,完封勝,無四球,勝　率,打　者,投球回,安　打,本塁打,四　球,故意四,死　球,三　振,暴　投,ボ｜ク,失　点,自責点
0,ロッテ,3.21,136,84,49,33,55,71,28,12,15,0.632,5044,1231,1162,131,283,14,44,826,29,1,479,439
1,ソフトバンク,3.46,136,89,45,42,83,102,22,14,7,0.664,5122,1222,1133,107,380,20,63,1062,28,2,504,470
2,オリックス,3.84,136,62,70,31,92,113,9,11,6,0.47,5134,1213,1231,136,357,11,54,855,35,1,587,518
3,日本ハム,3.98,136,62,71,18,50,69,9,10,4,0.466,5302,1222,1302,136,467,16,47,787,41,5,606,540
4,西 武,4.27,136,67,69,26,50,64,22,12,7,0.493,5206,1202,1233,147,377,7,65,1020,35,2,636,571
5,楽 天,5.67,136,38,97,13,29,41,18,2,5,0.281,5423,1190,1447,153,451,29,60,771,59,7,812,750
