,チーム,防御率,試　合,勝　利,敗　北,セ｜ブ,ホ｜ル,Ｈ　Ｐ,完　投,完封勝,無四球,勝　率,打　者,投球回,安　打,本塁打,四　球,故意四,死　球,三　振,暴　投,ボ｜ク,失　点,自責点
0,日本ハム,3.05,136,82,54,48,95,123,12,16,8,0.603,5087,1220,1144,95,382,20,43,818,31,6,452,413
1,ソフトバンク,3.13,136,75,56,31,76,90,21,15,16,0.573,5082,1220,1139,95,352,26,45,1029,32,3,472,424
2,西 武,3.64,136,80,54,31,82,106,27,5,11,0.597,5185,1223,1177,135,384,12,53,1004,39,4,556,494
3,ロッテ,3.78,136,65,70,37,63,82,19,10,12,0.48100000000000004,5104,1208,1214,98,313,22,58,929,25,2,562,507
4,オリックス,3.84,136,52,81,24,60,72,18,12,7,0.391,5159,1206,1226,115,405,20,52,723,37,6,570,514
5,楽 天,4.3,136,47,85,26,66,81,12,7,10,0.35600000000000004,5360,1213,1315,125,437,21,63,862,53,8,651,580
