,チーム,防御率,試　合,勝　利,敗　北,セ｜ブ,ホ｜ル,Ｈ　Ｐ,完　投,完封勝,無四球,勝　率,打　者,投球回,安　打,本塁打,四　球,故意四,死　球,三　振,暴　投,ボ｜ク,失　点,自責点
0,ソフトバンク,2.92,120,73,42,33,120,136,3,14,6,0.635,4446,1066,843,83,457,9,56,1035,22,1,389,346
1,ロッテ,3.81,120,60,57,34,78,93,4,6,7,0.513,4459,1055,989,110,382,12,28,835,40,2,479,447
2,オリックス,3.97,120,45,68,20,84,96,3,10,5,0.39799999999999996,4509,1054,958,107,458,14,39,937,23,1,502,465
3,日本ハム,4.02,120,53,62,25,83,99,5,5,6,0.461,4553,1054,1002,98,422,21,43,930,35,0,528,471
4,楽　天,4.19,120,55,57,28,103,121,3,8,6,0.491,4528,1055,995,110,398,15,46,867,39,1,522,491
5,西　武,4.28,120,58,58,35,90,116,1,8,5,0.5,4585,1049,1010,106,477,6,53,764,45,1,543,499
