,チーム,防御率,試　合,勝　利,敗　北,セ｜ブ,ホ｜ル,Ｈ　Ｐ,完　投,完封勝,無四球,勝　率,打　者,投球回,安　打,本塁打,四　球,故意四,死　球,三　振,暴　投,ボ｜ク,失　点,自責点
0,ソフトバンク,2.32,144,88,46,43,85,94,21,29,12,0.657,5111,1286,987,67,312,7,58,1067,31,1,351,331
1,日本ハム,2.68,144,72,65,37,89,97,16,24,17,0.526,5258,1273,1164,57,323,15,62,918,31,4,418,379
2,楽 天,2.85,144,66,71,28,80,100,23,16,14,0.48200000000000004,5281,1273,1179,79,330,5,54,982,36,1,464,403
3,西 武,3.15,144,68,67,31,56,74,18,10,12,0.504,5352,1281,1233,81,334,11,74,860,33,4,522,449
4,オリックス,3.33,144,69,68,37,78,92,16,16,10,0.504,5356,1277,1194,75,369,9,61,1018,44,10,518,472
5,ロッテ,3.4,144,54,79,32,68,76,13,13,22,0.406,5351,1272,1272,76,317,5,41,832,26,6,533,480
