,チーム,打　率,試　合,打　席,打　数,得　点,安　打,二塁打,三塁打,本塁打,塁　打,打　点,盗　塁,盗塁刺,犠　打,犠　飛,四　球,故意四,死　球,三　振,併殺打,長打率,出塁率
0,中 日,0.27,146,5619,4951,669,1338,245,12,139,2024,642,73,34,155,29,454,34,30,957,105,0.409,0.33299999999999996
1,ヤクルト,0.26899999999999996,146,5576,5005,669,1346,221,13,161,2076,638,83,28,99,33,379,23,60,964,106,0.415,0.326
2,阪 神,0.267,146,5537,4934,597,1316,201,20,133,1956,563,52,24,103,32,433,32,35,1043,102,0.396,0.32799999999999996
3,広 島,0.266,146,5413,4947,549,1318,173,19,127,1910,526,54,44,95,35,282,13,54,963,96,0.386,0.311
4,横 浜,0.257,146,5462,4895,575,1256,226,16,127,1895,534,51,32,119,39,340,24,68,1065,92,0.387,0.311
5,巨 人,0.251,146,5403,4878,552,1226,198,14,134,1854,525,73,29,89,32,349,24,55,1021,85,0.38,0.307
