,チーム,打　率,試　合,打　席,打　数,得　点,安　打,二塁打,三塁打,本塁打,塁　打,打　点,盗　塁,盗塁刺,犠　打,犠　飛,四　球,故意四,死　球,三　振,併殺打,長打率,出塁率
0,広　島,0.273,143,5592,4872,736,1329,237,23,152,2068,705,112,40,116,44,511,4,49,1114,95,0.424,0.345
1,DeNA,0.252,143,5402,4872,597,1230,245,14,134,1905,571,39,18,84,22,378,6,46,1091,101,0.391,0.311
2,巨　人,0.249,143,5384,4775,536,1190,223,15,113,1782,519,56,22,87,27,452,15,43,1006,129,0.373,0.318
3,阪　神,0.249,143,5520,4807,589,1195,213,18,113,1783,559,70,29,113,26,531,10,43,1008,97,0.371,0.327
4,中　日,0.247,143,5306,4794,487,1183,190,23,111,1752,451,77,41,115,21,320,4,56,1103,86,0.365,0.3
5,ヤクルト,0.23399999999999999,143,5358,4728,473,1108,166,19,95,1597,449,50,26,109,20,454,5,44,1013,116,0.33799999999999997,0.306
