,チーム,打　率,試　合,打　席,打　数,得　点,安　打,二塁打,三塁打,本塁打,塁　打,打　点,盗　塁,盗塁刺,犠　打,犠　飛,四　球,故意四,死　球,三　振,併殺打,長打率,出塁率
0,DeNA,0.266,120,4501,4058,516,1078,180,10,135,1683,495,31,15,51,26,337,15,29,867,94,0.415,0.324
1,広　島,0.262,120,4609,4082,523,1069,198,21,110,1639,501,64,34,81,17,386,27,43,890,91,0.402,0.331
2,巨　人,0.255,120,4519,3994,532,1019,183,16,135,1639,507,80,33,59,21,423,31,22,974,80,0.41,0.32799999999999996
3,中　日,0.252,120,4437,3952,429,997,178,18,70,1421,415,33,22,73,27,346,24,39,812,101,0.36,0.317
4,阪　神,0.24600000000000002,120,4475,3923,494,965,167,17,110,1496,472,80,33,86,23,400,25,43,955,83,0.381,0.321
5,ヤクルト,0.242,120,4552,3994,468,967,163,13,114,1498,449,74,42,56,26,434,30,42,931,95,0.375,0.321
