,チーム,打　率,試　合,打　席,打　数,得　点,安　打,二塁打,三塁打,本塁打,塁　打,打　点,盗　塁,盗塁刺,犠　打,犠　飛,四　球,故意四,死　球,三　振,併殺打,長打率,出塁率
0,ヤクルト,0.26,144,5360,4693,499,1218,168,18,90,1692,471,63,31,171,27,421,20,47,805,116,0.361,0.325
1,巨 人,0.256,144,5420,4742,534,1216,207,18,94,1741,505,102,33,134,36,455,31,52,952,99,0.36700000000000005,0.326
2,中 日,0.245,144,5320,4714,423,1156,185,11,70,1573,400,59,33,120,25,416,15,45,904,105,0.33399999999999996,0.311
3,阪 神,0.23600000000000002,144,5305,4717,411,1115,169,17,58,1492,392,65,36,115,22,415,15,36,957,97,0.316,0.302
4,広 島,0.233,144,5246,4614,427,1077,192,13,76,1523,402,79,39,175,26,374,22,57,912,86,0.33,0.297
5,DeNA,0.233,144,5227,4640,422,1083,164,21,66,1487,400,61,43,124,26,380,12,56,931,98,0.32,0.298
