,チーム,打　率,試　合,打　席,打　数,得　点,安　打,二塁打,三塁打,本塁打,塁　打,打　点,盗　塁,盗塁刺,犠　打,犠　飛,四　球,故意四,死　球,三　振,併殺打,長打率,出塁率
0,ヤクルト,0.27899999999999997,144,5653,5023,667,1401,223,15,139,2071,647,62,22,118,34,443,12,35,877,112,0.41200000000000003,0.33899999999999997
1,広 島,0.272,144,5538,4878,649,1326,219,23,153,2050,612,96,54,120,40,450,20,50,1134,104,0.42,0.337
2,阪 神,0.264,144,5507,4823,599,1274,226,15,94,1812,563,55,37,121,35,483,16,45,1009,124,0.376,0.335
3,中 日,0.258,144,5521,4854,570,1250,215,21,87,1768,537,75,27,126,40,467,12,34,926,109,0.364,0.325
4,巨 人,0.257,144,5480,4862,596,1248,207,7,144,1901,570,102,30,117,28,419,11,54,923,124,0.391,0.321
5,DeNA,0.253,144,5464,4833,568,1224,211,27,121,1852,540,76,24,149,21,400,23,61,1107,110,0.38299999999999995,0.317
