,チーム,打　率,試　合,打　席,打　数,得　点,安　打,二塁打,三塁打,本塁打,塁　打,打　点,盗　塁,盗塁刺,犠　打,犠　飛,四　球,故意四,死　球,三　振,併殺打,長打率,出塁率
0,巨 人,0.262,144,5525,4906,597,1285,215,14,145,1963,575,90,29,109,27,432,21,51,930,97,0.4,0.326
1,DeNA,0.262,144,5487,4856,630,1271,191,19,132,1896,595,54,33,133,29,400,15,69,1057,112,0.39,0.325
2,阪 神,0.255,144,5511,4842,531,1236,216,18,82,1734,503,81,38,112,31,489,17,37,933,107,0.358,0.326
3,ヤクルト,0.253,144,5542,4826,577,1220,163,16,134,1817,558,70,25,146,26,519,25,25,900,101,0.377,0.327
4,広 島,0.248,144,5449,4739,557,1174,203,16,110,1739,528,112,47,160,36,467,10,47,1089,89,0.36700000000000005,0.319
5,中 日,0.245,144,5486,4844,526,1187,190,15,111,1740,501,57,31,98,32,471,13,41,939,129,0.359,0.315
