,チーム,防御率,試　合,勝　利,敗　北,セ｜ブ,ホ｜ル,Ｈ　Ｐ,完　投,完封勝,無四球,勝　率,打　者,投球回,安　打,本塁打,四　球,故意四,死　球,三　振,暴　投,ボ｜ク,失　点,自責点
0,阪　神,3.46,143,69,68,36,145,174,5,13,5,0.504,5445,1289,1209,115,444,29,53,1135,39,2,566,496
1,広　島,3.68,143,70,70,23,95,119,10,14,9,0.5,5515,1280,1198,135,513,32,48,1068,28,2,601,524
2,中　日,3.72,143,68,73,37,123,142,3,6,5,0.48200000000000004,5352,1269,1155,146,452,22,50,1088,42,0,544,525
3,巨　人,3.77,143,77,64,34,112,137,3,5,3,0.546,5459,1279,1227,150,446,25,58,1139,24,0,573,536
4,DeNA,3.93,143,71,69,30,111,133,6,12,3,0.507,5470,1274,1201,137,518,62,36,1172,35,4,611,557
5,ヤクルト,4.78,143,59,82,28,111,133,3,2,7,0.418,5608,1270,1365,168,473,23,46,1068,49,3,739,675
