,チーム,防御率,試　合,勝　利,敗　北,セ｜ブ,ホ｜ル,Ｈ　Ｐ,完　投,完封勝,無四球,勝　率,打　者,投球回,安　打,本塁打,四　球,故意四,死　球,三　振,暴　投,ボ｜ク,失　点,自責点
0,中 日,2.46,144,75,59,47,110,132,12,18,15,0.56,5221,1282,1093,73,316,20,53,891,17,1,410,351
1,巨 人,2.61,144,71,62,37,90,113,12,13,11,0.534,5284,1284,1097,74,387,18,53,999,39,5,417,373
2,阪 神,2.83,144,68,70,42,102,118,11,14,9,0.493,5222,1266,1049,64,413,35,49,1119,41,1,443,398
3,広 島,3.22,144,60,76,37,69,87,10,14,10,0.441,5322,1270,1160,83,392,25,61,990,56,13,496,454
4,ヤクルト,3.36,144,70,59,36,101,122,14,16,12,0.5429999999999999,5309,1267,1192,93,395,14,63,968,27,3,504,473
5,横 浜,3.87,144,47,86,34,96,113,2,13,9,0.353,5357,1255,1271,117,376,16,49,874,30,7,587,540
