,チーム,防御率,試　合,勝　利,敗　北,セ｜ブ,ホ｜ル,Ｈ　Ｐ,完　投,完封勝,無四球,勝　率,打　者,投球回,安　打,本塁打,四　球,故意四,死　球,三　振,暴　投,ボ｜ク,失　点,自責点
0,阪　神,2.67,143,68,71,32,127,141,15,20,23,0.489,5201,1281,1126,83,288,32,40,1047,21,0,428,380
1,中　日,3.28,143,66,75,42,119,143,7,18,10,0.46799999999999997,5263,1272,1114,92,393,26,50,1050,29,0,495,463
2,DeNA,3.48,143,73,68,42,121,146,4,20,7,0.518,5359,1274,1171,123,408,26,58,1045,37,2,534,492
3,ヤクルト,3.52,143,80,59,41,123,154,4,16,10,0.5760000000000001,5460,1294,1265,141,390,30,59,979,39,1,566,506
4,広　島,3.54,143,66,74,32,105,128,7,17,10,0.47100000000000003,5455,1280,1259,127,407,26,53,1024,26,4,544,504
5,巨　人,3.69,143,68,72,40,113,136,4,8,9,0.486,5417,1274,1220,123,414,13,65,975,24,1,589,523
