,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2014,千葉ロッテ,25.0,10.0,8.0,0.0,0.0,0.0,2.0,1.0,1.0,0.556,669.0,160,165.0,10.0,37.0,4.0,111.0,3.0,0.0,72.0,61.0,3.43
1,2015,千葉ロッテ,27.0,12.0,12.0,0.0,0.0,0.0,3.0,2.0,0.0,0.5,751.0,178.2,191.0,15.0,34.0,5.0,126.0,2.0,0.0,68.0,65.0,3.27
2,2016,千葉ロッテ,23.0,14.0,5.0,0.0,0.0,0.0,5.0,3.0,1.0,0.737,643.0,162.1,142.0,16.0,22.0,6.0,104.0,4.0,0.0,40.0,39.0,2.16
3,2017,千葉ロッテ,16.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.214,424.0,97.1,113.0,9.0,23.0,2.0,73.0,0.0,0.0,62.0,55.0,5.09
4,2018,千葉ロッテ,21.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.529,559.0,133.1,137.0,15.0,29.0,3.0,77.0,0.0,0.0,61.0,58.0,3.92
5,2019,千葉ロッテ,27.0,8.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.615,503.0,118.2,129.0,9.0,28.0,4.0,81.0,2.0,0.0,50.0,48.0,3.64
6,2020,千葉ロッテ,21.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5379999999999999,555.0,133.1,138.0,19.0,26.0,4.0,77.0,3.0,0.0,65.0,63.0,4.25
7,nan,通　算,160.0,63.0,55.0,0.0,5.0,5.0,12.0,6.0,3.0,0.534,4104.0,983.2,1015.0,93.0,199.0,28.0,649.0,14.0,0.0,418.0,389.0,3.56
