,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,千葉ロッテ,23,53,47,3,7,2,1,0,11,3,0,0,2,0,4,0,18,1,0.149,0.23399999999999999,0.21600000000000003
1,2017,千葉ロッテ,50,129,119,9,21,2,1,1,28,3,1,0,3,0,6,1,40,1,0.17600000000000002,0.235,0.222
2,2018,千葉ロッテ,112,353,291,40,62,15,2,5,96,32,8,2,8,3,48,3,82,1,0.213,0.33,0.32799999999999996
3,2019,千葉ロッテ,51,108,91,10,18,3,1,1,26,8,0,2,5,0,12,0,28,0,0.198,0.28600000000000003,0.29100000000000004
4,nan,通　算,236,643,548,62,108,22,5,7,161,46,9,4,18,3,70,4,168,3,0.19699999999999998,0.294,0.29100000000000004
