,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2015,中　日,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1,2016,中　日,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2,2017,中　日,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
3,2019,中　日,92,245,224,19,51,7,3,0,64,13,0,0,12,0,9,0,57,6,0.228,0.28600000000000003,0.258
4,2020,中　日,29,43,37,0,5,1,0,0,6,1,0,0,5,0,1,0,8,1,0.135,0.162,0.158
5,2021,千葉ロッテ,57,123,105,6,10,2,0,2,18,4,0,1,14,0,4,0,52,1,0.095,0.171,0.128
6,2022,千葉ロッテ,24,10,9,2,1,1,0,0,2,0,0,0,1,0,0,0,3,0,0.111,0.222,0.111
7,nan,通　算,207,423,377,27,67,11,3,2,90,18,0,1,32,0,14,0,120,8,0.17800000000000002,0.239,0.207
