,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2021,千葉ロッテ,20,6,6,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0.0,0.0,0.0
1,2022,千葉ロッテ,68,77,55,15,6,1,0,1,10,4,4,1,7,1,12,1,18,0,0.109,0.182,0.275
2,nan,通　算,88,83,61,20,6,1,0,1,10,4,6,1,7,1,12,1,20,0,0.098,0.16399999999999998,0.253
