,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2018,千葉ロッテ,17,60,53,3,8,3,0,1,14,7,0,0,0,0,7,0,20,0,0.151,0.264,0.25
1,2020,千葉ロッテ,113,460,393,32,87,19,1,6,126,54,2,1,0,4,62,1,106,10,0.221,0.321,0.326
2,nan,通　算,130,520,446,35,95,22,1,7,140,61,2,1,0,4,69,1,126,10,0.213,0.314,0.317
