,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2019,千葉ロッテ,52,228,194,32,45,9,0,14,96,39,3,3,0,1,26,7,57,4,0.23199999999999998,0.495,0.342
1,2020,千葉ロッテ,104,448,359,72,84,15,0,25,174,65,7,2,0,2,70,17,100,10,0.23399999999999999,0.485,0.382
2,2021,千葉ロッテ,116,499,416,66,97,30,0,27,208,75,4,1,0,3,70,10,132,9,0.233,0.5,0.355
3,2022,千葉ロッテ,68,266,221,22,36,7,0,9,70,25,5,2,0,3,31,11,76,1,0.163,0.317,0.293
4,nan,通　算,340,1441,1190,192,262,61,0,75,548,204,19,8,0,9,197,45,365,24,0.22,0.461,0.35
