,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2014,千葉ロッテ,18,20,17,0,3,0,0,0,3,0,0,0,2,0,1,0,5,2,0.17600000000000002,0.17600000000000002,0.222
1,2015,千葉ロッテ,40,29,29,6,4,0,0,1,7,2,1,0,0,0,0,0,5,2,0.138,0.24100000000000002,0.138
2,2016,千葉ロッテ,75,58,54,8,10,1,1,0,13,2,0,0,3,0,1,0,17,1,0.185,0.24100000000000002,0.2
3,2017,千葉ロッテ,85,229,207,18,50,9,0,2,65,19,0,1,9,2,8,3,55,1,0.242,0.314,0.27699999999999997
4,2018,千葉ロッテ,66,41,34,11,8,1,0,0,9,4,3,0,5,0,1,1,8,2,0.235,0.265,0.278
5,2019,千葉ロッテ,89,145,126,20,27,3,0,2,36,15,5,0,8,1,6,4,38,1,0.214,0.28600000000000003,0.27
6,2020,千葉ロッテ,22,5,4,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0.25,0.25,0.25
7,2021,千葉ロッテ,84,11,9,5,1,1,0,0,2,2,1,0,1,0,1,0,2,1,0.111,0.222,0.2
8,nan,通　算,479,538,480,69,104,15,1,5,136,44,10,1,29,3,18,8,132,10,0.217,0.28300000000000003,0.255
