,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2020,千葉ロッテ,15,26,23,2,2,1,0,0,3,0,0,0,0,0,3,0,8,0,0.087,0.13,0.192
1,2022,千葉ロッテ,13,23,18,0,3,1,0,0,4,1,0,0,0,0,4,0,3,0,0.16699999999999998,0.222,0.318
2,nan,通　算,28,49,41,2,5,2,0,0,7,1,0,0,0,0,7,0,11,0,0.122,0.171,0.25
