,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2018,千葉ロッテ,53,161,131,15,23,3,2,2,36,18,1,0,4,1,20,5,27,4,0.17600000000000002,0.275,0.306
1,2019,千葉ロッテ,28,73,66,7,13,2,0,3,24,7,0,0,0,0,6,1,11,0,0.19699999999999998,0.364,0.27399999999999997
2,2020,千葉ロッテ,81,275,223,24,58,10,3,2,80,20,1,3,5,0,45,2,55,7,0.26,0.359,0.389
3,nan,通　算,162,509,420,46,94,15,5,7,140,45,2,3,9,1,71,8,93,11,0.22399999999999998,0.33299999999999996,0.34600000000000003
