,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2017,阪　神,66,193,162,18,42,13,0,1,58,24,1,0,5,0,23,3,26,1,0.259,0.358,0.36200000000000004
1,2018,阪　神,143,637,531,79,152,29,4,1,192,35,6,4,9,4,86,7,73,5,0.28600000000000003,0.36200000000000004,0.39
2,2019,阪　神,143,572,491,66,131,20,4,2,165,45,6,5,11,3,60,7,70,7,0.267,0.336,0.353
3,2020,阪　神,63,244,218,32,64,5,2,3,82,20,1,2,3,1,19,3,33,3,0.294,0.376,0.35700000000000004
4,nan,通　算,415,1646,1402,195,389,67,10,7,497,124,14,11,28,8,188,20,202,16,0.27699999999999997,0.354,0.369
