,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,阪　神,29,77,72,6,12,0,0,2,18,4,0,0,0,0,4,1,22,0,0.16699999999999998,0.25,0.221
1,2017,阪　神,12,19,18,1,3,0,0,1,6,1,0,0,0,0,1,0,8,0,0.16699999999999998,0.33299999999999996,0.21100000000000002
2,2018,阪　神,75,299,274,27,69,16,5,6,113,48,5,0,0,1,17,7,76,7,0.252,0.41200000000000003,0.311
3,2019,阪　神,28,60,55,3,6,1,0,3,16,4,0,0,1,0,4,0,19,2,0.109,0.29100000000000004,0.16899999999999998
4,2020,阪　神,71,182,158,19,39,6,0,8,69,24,2,2,2,1,15,6,42,4,0.247,0.43700000000000006,0.33299999999999996
5,2021,阪　神,41,52,46,2,8,1,0,2,15,6,0,0,1,0,3,2,19,2,0.174,0.326,0.255
6,nan,通　算,256,689,623,58,137,24,5,22,237,87,7,2,4,2,44,16,186,15,0.22,0.38,0.28800000000000003
