,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2015,阪　神,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,93.0,18.1,31.0,6.0,8.0,1.0,12.0,0.0,0.0,19.0,18.0,8.84
1,2016,阪　神,23.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,105.0,24.2,23.0,2.0,10.0,0.0,24.0,1.0,0.0,10.0,10.0,3.65
2,2018,阪　神,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,9.0
3,2019,阪　神,63.0,4.0,0.0,1.0,11.0,15.0,0.0,0.0,0.0,1.0,229.0,59.1,42.0,4.0,14.0,4.0,60.0,0.0,0.0,13.0,11.0,1.67
4,2022,阪　神,15.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,56.0,14,12.0,1.0,2.0,0.0,11.0,0.0,0.0,4.0,4.0,2.57
5,nan,通　算,120.0,5.0,0.0,1.0,16.0,21.0,0.0,0.0,0.0,1.0,491.0,118.1,110.0,13.0,36.0,5.0,109.0,3.0,0.0,48.0,45.0,3.42
