,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2009,阪　神,14,16,14,2,5,0,0,0,5,1,0,0,0,0,1,1,2,1,0.35700000000000004,0.35700000000000004,0.43799999999999994
1,2011,阪　神,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
2,2012,阪　神,19,13,10,2,1,0,0,0,1,0,0,0,2,0,0,1,2,0,0.1,0.1,0.182
3,2015,阪　神,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4,2016,阪　神,38,76,65,4,13,3,0,0,16,5,1,0,3,1,7,0,16,0,0.2,0.24600000000000002,0.27399999999999997
5,2017,阪　神,34,54,41,4,8,0,0,2,14,5,0,0,7,0,5,1,12,0,0.195,0.341,0.298
6,2018,阪　神,6,13,11,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0
7,nan,通　算,119,177,146,13,27,3,0,2,36,11,1,0,14,1,13,3,36,1,0.185,0.247,0.264
