,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2012,阪　神,22,56,54,2,8,1,0,1,12,5,0,1,0,0,2,0,18,0,0.14800000000000002,0.222,0.179
1,2013,阪　神,30,71,62,8,9,1,0,1,13,4,0,2,2,0,6,1,19,0,0.145,0.21,0.23199999999999998
2,2014,阪　神,52,131,119,13,35,6,1,2,49,12,1,0,1,3,7,1,26,1,0.294,0.41200000000000003,0.331
3,2015,阪　神,63,150,135,10,34,7,0,2,47,12,0,1,1,3,11,0,31,0,0.252,0.348,0.302
4,2016,阪　神,29,54,53,2,13,0,1,1,18,4,0,1,0,0,1,0,11,0,0.245,0.34,0.259
5,2017,阪　神,73,73,69,9,18,2,0,2,26,9,0,1,0,0,4,0,16,1,0.261,0.377,0.301
6,2018,阪　神,96,172,150,17,37,7,2,1,51,13,0,0,2,0,20,0,41,1,0.247,0.34,0.335
7,nan,通　算,365,707,642,61,154,24,4,10,216,59,1,6,6,6,51,2,162,3,0.24,0.336,0.295
