,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,阪　神,107,364,318,38,95,16,0,11,144,46,1,2,2,3,26,15,52,8,0.299,0.45299999999999996,0.376
1,2017,阪　神,73,216,186,16,42,12,0,6,72,25,0,0,1,2,22,5,36,10,0.226,0.387,0.321
2,2018,阪　神,82,124,111,8,35,2,0,2,43,19,0,0,0,0,8,5,27,1,0.315,0.387,0.387
3,2019,阪　神,43,94,87,8,24,4,0,1,31,11,0,0,0,2,4,1,23,3,0.276,0.35600000000000004,0.309
4,2020,阪　神,48,78,72,5,20,3,0,3,32,19,0,0,0,0,5,1,16,2,0.278,0.444,0.33299999999999996
5,nan,通　算,353,876,774,75,216,37,0,23,322,120,1,2,3,7,65,27,154,24,0.27899999999999997,0.41600000000000004,0.353
