,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2019,阪　神,21.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.667,128.0,28,35.0,4.0,8.0,0.0,27.0,0.0,0.0,21.0,19.0,6.11
1,2020,阪　神,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021,阪　神,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6,8.0,0.0,2.0,0.0,6.0,2.0,0.0,3.0,3.0,4.5
3,2022,阪　神,52.0,1.0,3.0,0.0,21.0,22.0,0.0,0.0,0.0,0.25,181.0,47.1,38.0,3.0,5.0,0.0,38.0,0.0,0.0,9.0,6.0,1.14
4,nan,通　算,78.0,3.0,4.0,0.0,21.0,24.0,0.0,0.0,0.0,0.429,339.0,82.1,82.0,7.0,15.0,0.0,71.0,2.0,0.0,33.0,28.0,3.06
