,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,阪　神,40,115,106,9,25,5,1,0,32,5,1,0,2,0,7,0,31,0,0.23600000000000002,0.302,0.28300000000000003
1,2017,阪　神,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
2,2018,阪　神,20,39,35,1,9,0,0,1,12,3,0,0,0,1,3,0,14,4,0.257,0.34299999999999997,0.308
3,2020,阪　神,5,14,12,1,2,0,0,0,2,0,1,0,0,0,2,0,3,0,0.16699999999999998,0.16699999999999998,0.28600000000000003
4,2021,阪　神,43,17,14,5,2,1,1,0,5,1,0,0,1,0,2,0,6,0,0.14300000000000002,0.35700000000000004,0.25
5,2022,阪　神,14,9,8,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0.125,0.125,0.222
6,nan,通　算,125,197,178,16,39,6,2,1,52,9,2,0,3,1,15,0,61,4,0.21899999999999997,0.292,0.278
