,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2019,阪　神,142,640,586,81,159,20,7,9,220,42,36,15,14,3,31,6,110,2,0.271,0.375,0.313
1,2020,阪　神,120,519,474,81,139,21,5,9,197,45,31,8,7,1,30,7,61,4,0.293,0.41600000000000004,0.344
2,2021,阪　神,140,612,569,91,178,33,5,10,251,50,24,7,4,2,33,4,58,6,0.313,0.441,0.354
3,2022,阪　神,132,580,525,71,154,16,3,3,185,34,30,5,6,1,41,7,63,7,0.293,0.35200000000000004,0.35200000000000004
4,nan,通　算,534,2351,2154,324,630,90,20,31,853,171,121,35,31,7,135,24,292,19,0.292,0.396,0.34
