,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2011,阪　神,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1,2013,阪　神,20,6,6,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0.0,0.0,0.0
2,2014,阪　神,15,9,8,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,0.125,0.125,0.125
3,2015,阪　神,29,41,35,8,7,0,0,0,7,0,4,0,2,0,3,1,7,1,0.2,0.2,0.282
4,2016,阪　神,46,73,57,13,14,2,0,0,16,2,2,0,7,0,8,1,10,1,0.24600000000000002,0.281,0.348
5,2017,阪　神,49,22,17,5,2,0,0,0,2,0,4,0,3,0,2,0,7,0,0.11800000000000001,0.11800000000000001,0.21100000000000002
6,2019,阪　神,9,9,9,4,1,1,0,0,2,0,0,1,0,0,0,0,4,0,0.111,0.222,0.111
7,2020,阪　神,16,11,11,2,1,0,0,0,1,0,2,1,0,0,0,0,4,0,0.091,0.091,0.091
8,nan,通　算,186,171,143,36,26,3,0,0,29,2,14,3,13,0,13,2,36,2,0.182,0.203,0.259
