,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2021,阪　神,60,206,189,18,41,7,0,8,72,21,1,3,0,0,15,2,58,3,0.217,0.381,0.282
1,2022,阪　神,89,211,183,19,41,7,0,9,75,27,0,0,0,1,22,5,53,4,0.22399999999999998,0.41,0.322
2,nan,通　算,149,417,372,37,82,14,0,17,147,48,1,3,0,1,37,7,111,7,0.22,0.395,0.302
