,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,阪　神,28,55,45,4,9,2,1,1,16,2,0,0,6,0,4,0,14,3,0.2,0.35600000000000004,0.265
1,2017,阪　神,42,132,113,13,28,5,0,2,39,17,0,0,3,0,15,1,32,1,0.248,0.345,0.341
2,2018,阪　神,15,16,13,1,2,1,0,0,3,1,0,0,0,1,2,0,7,0,0.154,0.231,0.25
3,2019,阪　神,20,44,40,2,7,0,0,2,13,3,0,0,3,0,1,0,8,2,0.175,0.325,0.195
4,2020,阪　神,38,95,75,5,16,4,0,0,20,4,1,1,7,0,13,0,20,1,0.213,0.267,0.33
5,2021,阪　神,45,73,65,4,12,2,1,1,19,6,0,0,2,1,5,0,21,0,0.185,0.292,0.239
6,2022,阪　神,60,151,127,5,24,3,0,0,27,6,0,0,7,0,13,4,26,1,0.18899999999999997,0.213,0.285
7,nan,通　算,248,566,478,34,98,17,2,6,137,39,1,1,28,2,53,5,128,8,0.205,0.287,0.29
