,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2021,阪　神,23.0,10.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.588,557.0,140.1,119.0,15.0,34.0,3.0,79.0,1.0,0.0,42.0,38.0,2.44
1,2022,阪　神,20.0,9.0,5.0,0.0,0.0,0.0,6.0,2.0,2.0,0.643,539.0,136.2,119.0,10.0,22.0,2.0,92.0,1.0,0.0,45.0,40.0,2.63
2,nan,通　算,43.0,19.0,12.0,0.0,1.0,1.0,7.0,2.0,2.0,0.613,1096.0,277,238.0,25.0,56.0,5.0,171.0,2.0,0.0,87.0,78.0,2.53
