,チーム,打　率,試　合,打　席,打　数,得　点,安　打,二塁打,三塁打,本塁打,塁　打,打　点,盗　塁,盗塁刺,犠　打,犠　飛,四　球,故意四,死　球,三　振,併殺打,長打率,出塁率
0,西 武,0.275,136,5303,4652,645,1277,231,28,131,1957,607,111,46,129,28,441,28,53,914,90,0.42100000000000004,0.342
1,日本ハム,0.26899999999999996,136,5124,4567,567,1227,230,24,135,1910,551,69,42,133,41,335,21,48,897,76,0.418,0.32299999999999995
2,ソフトバンク,0.259,136,5163,4543,553,1178,211,30,82,1695,523,71,34,131,35,396,27,57,913,90,0.373,0.324
3,楽 天,0.258,136,5137,4577,452,1183,209,16,67,1625,422,75,44,110,24,368,14,58,902,129,0.355,0.32
4,オリックス,0.253,136,5109,4587,481,1162,195,12,106,1699,453,51,31,103,22,362,15,35,874,109,0.37,0.311
5,ロッテ,0.252,136,5082,4548,502,1147,209,24,111,1737,486,71,42,57,40,391,18,45,993,99,0.382,0.315
