,チーム,打　率,試　合,打　席,打　数,得　点,安　打,二塁打,三塁打,本塁打,塁　打,打　点,盗　塁,盗塁刺,犠　打,犠　飛,四　球,故意四,死　球,三　振,併殺打,長打率,出塁率
0,楽 天,0.272,144,5556,4880,627,1329,232,18,94,1879,604,101,38,132,30,439,16,75,777,117,0.385,0.34
1,西 武,0.27,144,5550,4952,715,1339,270,21,198,2245,693,107,46,95,40,378,11,83,1093,98,0.45299999999999996,0.33
2,ロッテ,0.268,144,5520,4890,662,1309,280,32,127,2034,640,76,42,78,36,463,14,52,955,95,0.41600000000000004,0.335
3,ソフトバンク,0.265,144,5551,5016,556,1330,239,32,99,1930,535,92,37,105,34,341,18,54,1057,80,0.385,0.317
4,オリックス,0.262,144,5484,4817,637,1261,258,25,152,2025,613,63,36,124,41,435,23,66,992,90,0.42,0.32899999999999996
5,日本ハム,0.255,144,5364,4726,533,1206,224,27,82,1730,516,79,40,173,32,380,23,53,1010,85,0.366,0.316
