,チーム,打　率,試　合,打　席,打　数,得　点,安　打,二塁打,三塁打,本塁打,塁　打,打　点,盗　塁,盗塁刺,犠　打,犠　飛,四　球,故意四,死　球,三　振,併殺打,長打率,出塁率
0,ロッテ,0.275,144,5681,4916,708,1350,244,17,126,2006,663,88,30,113,43,546,12,63,1065,130,0.408,0.35200000000000004
1,日本ハム,0.27399999999999997,144,5504,4856,612,1330,229,20,91,1872,585,102,31,180,35,381,11,52,920,99,0.386,0.331
2,西 武,0.271,144,5576,4858,680,1317,243,20,150,2050,655,111,35,113,48,487,15,70,1022,107,0.42200000000000004,0.34299999999999997
3,オリックス,0.271,144,5562,4935,644,1337,251,27,146,2080,624,34,16,101,32,428,10,66,1048,120,0.42100000000000004,0.335
4,ソフトバンク,0.267,144,5482,4898,638,1308,222,23,134,1978,611,148,50,132,32,360,17,59,1004,87,0.40399999999999997,0.32299999999999995
5,楽 天,0.265,144,5493,4876,576,1290,233,20,95,1848,546,78,36,106,32,422,9,57,980,103,0.379,0.32799999999999996
